cycle,pc,cta_id,cluster_id,warp_id,tid
7022,110,4,4,6,ffffffff
7028,110,4,4,4,ffffffff
7028,128,4,4,6,ffffffff
7034,128,4,4,4,ffffffff
7065,110,4,4,3,ffffffff
7067,110,4,4,5,ffffffff
7071,128,4,4,3,ffffffff
7073,128,4,4,5,ffffffff
7086,110,4,4,2,ffffffff
7092,110,4,4,0,ffffffff
7092,128,4,4,2,ffffffff
7098,128,4,4,0,ffffffff
7129,120,4,4,7,ffffffff
7131,120,4,4,1,ffffffff
7135,138,4,4,7,ffffffff
7137,138,4,4,1,ffffffff
7150,120,4,4,6,ffffffff
7156,120,4,4,4,ffffffff
7156,138,4,4,6,ffffffff
7162,138,4,4,4,ffffffff
7193,120,4,4,3,ffffffff
7195,120,4,4,5,ffffffff
7199,138,4,4,3,ffffffff
7201,138,4,4,5,ffffffff
7214,120,4,4,2,ffffffff
7220,120,4,4,0,ffffffff
7220,138,4,4,2,ffffffff
7226,138,4,4,0,ffffffff
7257,130,4,4,7,ffffffff
7259,130,4,4,1,ffffffff
7263,148,4,4,7,ffffffff
7265,148,4,4,1,ffffffff
7278,130,4,4,6,ffffffff
7284,130,4,4,4,ffffffff
7284,148,4,4,6,ffffffff
7290,148,4,4,4,ffffffff
7321,130,4,4,3,ffffffff
7323,130,4,4,5,ffffffff
7327,148,4,4,3,ffffffff
7329,148,4,4,5,ffffffff
7342,130,4,4,2,ffffffff
7348,130,4,4,0,ffffffff
7348,148,4,4,2,ffffffff
7354,148,4,4,0,ffffffff
7385,140,4,4,7,ffffffff
7387,140,4,4,1,ffffffff
7406,140,4,4,6,ffffffff
7412,140,4,4,4,ffffffff
7449,140,4,4,3,ffffffff
7451,140,4,4,5,ffffffff
7470,140,4,4,2,ffffffff
7476,140,4,4,0,ffffffff
7513,150,4,4,7,ffffffff
7515,150,4,4,1,ffffffff
7519,160,4,4,7,ffffffff
7519,300,4,4,7,ffffffff
7521,160,4,4,1,ffffffff
7521,300,4,4,1,ffffffff
7523,308,4,4,7,ffffffff
7525,310,4,4,7,ffffffff
7525,308,4,4,1,ffffffff
7527,310,4,4,1,ffffffff
7534,150,4,4,6,ffffffff
7534,318,4,4,7,ffffffff
7536,318,4,4,1,ffffffff
7540,150,4,4,4,ffffffff
7540,160,4,4,6,ffffffff
7542,300,4,4,6,ffffffff
7544,328,4,4,7,ffffffff
7544,308,4,4,6,ffffffff
7546,328,4,4,1,ffffffff
7546,160,4,4,4,ffffffff
7546,300,4,4,4,ffffffff
7548,310,4,4,6,ffffffff
7550,308,4,4,4,ffffffff
7552,310,4,4,4,ffffffff
7557,318,4,4,6,ffffffff
7561,318,4,4,4,ffffffff
7567,328,4,4,6,ffffffff
7571,328,4,4,4,ffffffff
7577,150,4,4,3,ffffffff
7579,150,4,4,5,ffffffff
7583,160,4,4,3,ffffffff
7583,300,4,4,3,ffffffff
7585,160,4,4,5,ffffffff
7585,300,4,4,5,ffffffff
7587,308,4,4,3,ffffffff
7589,310,4,4,3,ffffffff
7589,308,4,4,5,ffffffff
7591,310,4,4,5,ffffffff
7598,150,4,4,2,ffffffff
7598,318,4,4,3,ffffffff
7600,318,4,4,5,ffffffff
7604,150,4,4,0,ffffffff
7604,160,4,4,2,ffffffff
7606,300,4,4,2,ffffffff
7608,328,4,4,3,ffffffff
7608,308,4,4,2,ffffffff
7610,328,4,4,5,ffffffff
7610,160,4,4,0,ffffffff
7610,300,4,4,0,ffffffff
7612,310,4,4,2,ffffffff
7614,308,4,4,0,ffffffff
7616,310,4,4,0,ffffffff
7621,318,4,4,2,ffffffff
7625,318,4,4,0,ffffffff
7631,328,4,4,2,ffffffff
7635,328,4,4,0,ffffffff
7641,158,4,4,7,ffffffff
7643,158,4,4,1,ffffffff
7662,158,4,4,6,ffffffff
7668,158,4,4,4,ffffffff
7705,158,4,4,3,ffffffff
7707,158,4,4,5,ffffffff
7726,158,4,4,2,ffffffff
7732,158,4,4,0,ffffffff
7942,320,4,4,7,ffffffff
8113,320,4,4,1,ffffffff
8281,330,4,4,7,ffffffff
8350,338,4,4,7,ffffffff
8356,340,4,4,7,ffffffff
8357,348,4,4,7,ffffffff
8363,350,4,4,7,ffffffff
8365,360,4,4,7,ffffffff
8368,368,4,4,7,ffffffff
8372,380,4,4,7,ffffffff
8373,388,4,4,7,ffffffff
8374,390,4,4,7,ffffffff
8375,398,4,4,7,ffffffff
8381,3a0,4,4,7,ffffffff
8382,3a8,4,4,7,ffffffff
8383,3b0,4,4,7,ffffffff
8384,3b8,4,4,7,ffffffff
8393,3c0,4,4,7,ffffffff
8403,3d0,4,4,7,ffffffff
8426,330,4,4,1,ffffffff
8495,338,4,4,1,ffffffff
8501,340,4,4,1,ffffffff
8502,348,4,4,1,ffffffff
8508,350,4,4,1,ffffffff
8510,360,4,4,1,ffffffff
8513,368,4,4,1,ffffffff
8517,380,4,4,1,ffffffff
8518,388,4,4,1,ffffffff
8519,390,4,4,1,ffffffff
8520,398,4,4,1,ffffffff
8526,3a0,4,4,1,ffffffff
8527,3a8,4,4,1,ffffffff
8528,3b0,4,4,1,ffffffff
8529,3b8,4,4,1,ffffffff
8538,3c0,4,4,1,ffffffff
8548,3d0,4,4,1,ffffffff
8582,378,4,4,1,ffffffff
8600,320,4,4,6,ffffffff
8775,320,4,4,4,ffffffff
8778,330,4,4,6,ffffffff
8804,330,4,4,4,ffffffff
8847,338,4,4,6,ffffffff
8853,340,4,4,6,ffffffff
8854,348,4,4,6,ffffffff
8860,350,4,4,6,ffffffff
8862,360,4,4,6,ffffffff
8865,368,4,4,6,ffffffff
8869,380,4,4,6,ffffffff
8870,388,4,4,6,ffffffff
8871,390,4,4,6,ffffffff
8872,398,4,4,6,ffffffff
8873,338,4,4,4,ffffffff
8878,3a0,4,4,6,ffffffff
8879,340,4,4,4,ffffffff
8879,3a8,4,4,6,ffffffff
8880,3b0,4,4,6,ffffffff
8880,348,4,4,4,ffffffff
8881,3b8,4,4,6,ffffffff
8886,350,4,4,4,ffffffff
8888,360,4,4,4,ffffffff
8890,3c0,4,4,6,ffffffff
8891,368,4,4,4,ffffffff
8896,380,4,4,4,ffffffff
8897,388,4,4,4,ffffffff
8898,390,4,4,4,ffffffff
8899,398,4,4,4,ffffffff
8900,3d0,4,4,6,ffffffff
8905,3a0,4,4,4,ffffffff
8906,3a8,4,4,4,ffffffff
8907,3b0,4,4,4,ffffffff
8908,3b8,4,4,4,ffffffff
8917,3c0,4,4,4,ffffffff
8927,3d0,4,4,4,ffffffff
8972,320,4,4,3,ffffffff
9140,320,4,4,5,ffffffff
9317,330,4,4,3,ffffffff
9386,338,4,4,3,ffffffff
9392,340,4,4,3,ffffffff
9393,348,4,4,3,ffffffff
9399,350,4,4,3,ffffffff
9401,360,4,4,3,ffffffff
9404,368,4,4,3,ffffffff
9406,370,4,4,3,ffffffff
9408,380,4,4,3,ffffffff
9409,388,4,4,3,ffffffff
9410,390,4,4,3,ffffffff
9411,398,4,4,3,ffffffff
9417,3a0,4,4,3,ffffffff
9418,3a8,4,4,3,ffffffff
9419,3b0,4,4,3,ffffffff
9420,3b8,4,4,3,ffffffff
9429,3c0,4,4,3,ffffffff
9439,3d0,4,4,3,ffffffff
9459,330,4,4,5,ffffffff
9473,378,4,4,3,27d80b1f
9528,338,4,4,5,ffffffff
9534,340,4,4,5,ffffffff
9535,348,4,4,5,ffffffff
9541,350,4,4,5,ffffffff
9543,360,4,4,5,ffffffff
9546,368,4,4,5,ffffffff
9550,380,4,4,5,ffffffff
9551,388,4,4,5,ffffffff
9552,390,4,4,5,ffffffff
9553,398,4,4,5,ffffffff
9559,3a0,4,4,5,ffffffff
9560,3a8,4,4,5,ffffffff
9561,3b0,4,4,5,ffffffff
9562,3b8,4,4,5,ffffffff
9571,3c0,4,4,5,ffffffff
9581,3d0,4,4,5,ffffffff
9627,320,4,4,2,ffffffff
9802,320,4,4,0,ffffffff
9805,330,4,4,2,ffffffff
9830,330,4,4,0,ffffffff
9874,338,4,4,2,ffffffff
9880,340,4,4,2,ffffffff
9881,348,4,4,2,ffffffff
9887,350,4,4,2,ffffffff
9889,360,4,4,2,ffffffff
9892,368,4,4,2,ffffffff
9896,380,4,4,2,ffffffff
9897,388,4,4,2,ffffffff
9898,390,4,4,2,ffffffff
9899,338,4,4,0,ffffffff
9899,398,4,4,2,ffffffff
9905,3a0,4,4,2,ffffffff
9905,340,4,4,0,ffffffff
9906,348,4,4,0,ffffffff
9906,3a8,4,4,2,ffffffff
9907,3b0,4,4,2,ffffffff
9908,3b8,4,4,2,ffffffff
9912,350,4,4,0,ffffffff
9914,360,4,4,0,ffffffff
9917,3c0,4,4,2,ffffffff
9917,368,4,4,0,ffffffff
9923,380,4,4,0,ffffffff
9924,388,4,4,0,ffffffff
9925,398,4,4,0,ffffffff
9926,390,4,4,0,ffffffff
9927,3d0,4,4,2,ffffffff
9931,3a0,4,4,0,ffffffff
9932,3a8,4,4,0,ffffffff
9933,3b0,4,4,0,ffffffff
9934,3b8,4,4,0,ffffffff
9943,3c0,4,4,0,ffffffff
9953,3d0,4,4,0,ffffffff
9961,378,4,4,2,ffffffff
9986,378,4,4,0,ffffffff
10004,3c8,4,4,7,ffffffff
10173,3d8,4,4,7,ffffffff
10242,3e0,4,4,7,ffffffff
10252,3f0,4,4,7,ffffffff
10262,400,4,4,7,ffffffff
10311,3e8,4,4,7,ffffffff
10347,3c8,4,4,1,ffffffff
10519,3d8,4,4,1,ffffffff
10588,3e0,4,4,1,ffffffff
10598,3f0,4,4,1,ffffffff
10608,400,4,4,1,ffffffff
10657,3e8,4,4,1,ffffffff
10690,3c8,4,4,6,ffffffff
10858,3d8,4,4,6,ffffffff
10927,3e0,4,4,6,ffffffff
10937,3f0,4,4,6,ffffffff
10947,400,4,4,6,ffffffff
10996,3e8,4,4,6,ffffffff
11029,3c8,4,4,4,ffffffff
11197,3d8,4,4,4,ffffffff
11266,3e0,4,4,4,ffffffff
11276,3f0,4,4,4,ffffffff
11286,400,4,4,4,ffffffff
11335,3e8,4,4,4,ffffffff
11368,3c8,4,4,3,ffffffff
11537,3d8,4,4,3,ffffffff
11606,3e0,4,4,3,ffffffff
11616,3f0,4,4,3,ffffffff
11626,400,4,4,3,ffffffff
11675,3e8,4,4,3,ffffffff
11706,3c8,4,4,5,ffffffff
11875,3d8,4,4,5,ffffffff
11944,3e0,4,4,5,ffffffff
11954,3f0,4,4,5,ffffffff
11964,400,4,4,5,ffffffff
12013,3e8,4,4,5,ffffffff
12043,3c8,4,4,2,ffffffff
12214,3d8,4,4,2,ffffffff
12283,3e0,4,4,2,ffffffff
12293,3f0,4,4,2,ffffffff
12303,400,4,4,2,ffffffff
12352,3e8,4,4,2,ffffffff
12383,3c8,4,4,0,ffffffff
12552,3d8,4,4,0,ffffffff
12621,3e0,4,4,0,ffffffff
12631,3f0,4,4,0,ffffffff
12641,400,4,4,0,ffffffff
12690,3e8,4,4,0,ffffffff
12721,3f8,4,4,7,ffffffff
12889,408,4,4,7,ffffffff
12958,410,4,4,7,ffffffff
12964,418,4,4,7,ffffffff
12971,428,4,4,7,ffffffff
12972,430,4,4,7,ffffffff
12980,450,4,4,7,ffffffff
12981,458,4,4,7,ffffffff
12987,460,4,4,7,ffffffff
13041,440,4,4,7,ffffffff
13060,3f8,4,4,1,ffffffff
13105,448,4,4,7,ffffffff
13111,468,4,4,7,ffffffff
13180,470,4,4,7,ffffffff
13186,478,4,4,7,ffffffff
13192,480,4,4,7,ffffffff
13193,488,4,4,7,ffffffff
13199,490,4,4,7,ffffffff
13205,498,4,4,7,ffffffff
13210,4a0,4,4,7,ffffffff
13213,4b8,4,4,7,ffffffff
13214,4c0,4,4,7,ffffffff
13229,408,4,4,1,ffffffff
13276,4b0,4,4,7,ffffffff
13282,4d0,4,4,7,ffffffff
13298,410,4,4,1,ffffffff
13304,418,4,4,1,ffffffff
13311,428,4,4,1,ffffffff
13312,430,4,4,1,ffffffff
13320,450,4,4,1,ffffffff
13321,458,4,4,1,ffffffff
13327,460,4,4,1,ffffffff
13345,4c8,4,4,7,ffffffff
13351,4e0,4,4,7,ffffffff
13381,440,4,4,1,ffffffff
13398,3f8,4,4,6,ffffffff
13414,4d8,4,4,7,ffffffff
13420,4f0,4,4,7,ffffffff
13445,448,4,4,1,ffffffff
13451,468,4,4,1,ffffffff
13483,4e8,4,4,7,ffffffff
13489,500,4,4,7,ffffffff
13520,470,4,4,1,ffffffff
13526,478,4,4,1,ffffffff
13532,480,4,4,1,ffffffff
13533,488,4,4,1,ffffffff
13539,490,4,4,1,ffffffff
13545,498,4,4,1,ffffffff
13550,4a0,4,4,1,ffffffff
13552,4f8,4,4,7,ffffffff
13553,4b8,4,4,1,ffffffff
13554,4c0,4,4,1,ffffffff
13558,510,4,4,7,ffffffff
13566,408,4,4,6,ffffffff
13616,4b0,4,4,1,ffffffff
13621,508,4,4,7,ffffffff
13622,4d0,4,4,1,ffffffff
13627,520,4,4,7,ffffffff
13635,410,4,4,6,ffffffff
13641,418,4,4,6,ffffffff
13648,428,4,4,6,ffffffff
13649,430,4,4,6,ffffffff
13657,450,4,4,6,ffffffff
13658,458,4,4,6,ffffffff
13664,460,4,4,6,ffffffff
13685,4c8,4,4,1,ffffffff
13690,518,4,4,7,ffffffff
13691,4e0,4,4,1,ffffffff
13696,530,4,4,7,ffffffff
13718,440,4,4,6,ffffffff
13737,3f8,4,4,4,ffffffff
13754,4d8,4,4,1,ffffffff
13759,528,4,4,7,ffffffff
13760,4f0,4,4,1,ffffffff
13765,540,4,4,7,ffffffff
13782,448,4,4,6,ffffffff
13788,468,4,4,6,ffffffff
13823,4e8,4,4,1,ffffffff
13828,538,4,4,7,ffffffff
13829,500,4,4,1,ffffffff
13834,550,4,4,7,ffffffff
13857,470,4,4,6,ffffffff
13863,478,4,4,6,ffffffff
13869,480,4,4,6,ffffffff
13870,488,4,4,6,ffffffff
13876,490,4,4,6,ffffffff
13882,498,4,4,6,ffffffff
13887,4a0,4,4,6,ffffffff
13890,4b8,4,4,6,ffffffff
13891,4c0,4,4,6,ffffffff
13892,4f8,4,4,1,ffffffff
13897,548,4,4,7,ffffffff
13898,510,4,4,1,ffffffff
13903,560,4,4,7,ffffffff
13905,408,4,4,4,ffffffff
13953,4b0,4,4,6,ffffffff
13959,4d0,4,4,6,ffffffff
13961,508,4,4,1,ffffffff
13966,558,4,4,7,ffffffff
13967,520,4,4,1,ffffffff
13974,410,4,4,4,ffffffff
13980,418,4,4,4,ffffffff
13987,428,4,4,4,ffffffff
13988,430,4,4,4,ffffffff
13996,450,4,4,4,ffffffff
13997,458,4,4,4,ffffffff
14003,460,4,4,4,ffffffff
14022,4c8,4,4,6,ffffffff
14028,4e0,4,4,6,ffffffff
14030,518,4,4,1,ffffffff
14035,568,4,4,7,ffffffff
14036,530,4,4,1,ffffffff
14041,578,4,4,7,ffffffff
14043,718,4,4,7,ffffffff
14049,720,4,4,7,ffffffff
14055,728,4,4,7,ffffffff
14057,440,4,4,4,ffffffff
14061,730,4,4,7,ffffffff
14062,738,4,4,7,ffffffff
14071,740,4,4,7,ffffffff
14076,3f8,4,4,3,ffffffff
14091,4d8,4,4,6,ffffffff
14097,4f0,4,4,6,ffffffff
14099,528,4,4,1,ffffffff
14104,570,4,4,7,ffffffff
14105,540,4,4,1,ffffffff
14121,448,4,4,4,ffffffff
14127,468,4,4,4,ffffffff
14160,4e8,4,4,6,ffffffff
14166,500,4,4,6,ffffffff
14168,538,4,4,1,ffffffff
14173,748,4,4,7,ffffffff
14174,550,4,4,1,ffffffff
14178,750,4,4,7,ffffffff
14179,758,4,4,7,ffffffff
14196,470,4,4,4,ffffffff
14202,478,4,4,4,ffffffff
14208,480,4,4,4,ffffffff
14209,488,4,4,4,ffffffff
14215,490,4,4,4,ffffffff
14221,498,4,4,4,ffffffff
14226,4a0,4,4,4,ffffffff
14229,4f8,4,4,6,ffffffff
14229,4b8,4,4,4,ffffffff
14230,4c0,4,4,4,ffffffff
14235,510,4,4,6,ffffffff
14237,548,4,4,1,ffffffff
14243,560,4,4,1,ffffffff
14245,408,4,4,3,ffffffff
14292,4b0,4,4,4,ffffffff
14298,508,4,4,6,ffffffff
14298,4d0,4,4,4,ffffffff
14304,520,4,4,6,ffffffff
14306,558,4,4,1,ffffffff
14314,410,4,4,3,ffffffff
14320,418,4,4,3,ffffffff
14327,428,4,4,3,ffffffff
14328,430,4,4,3,ffffffff
14336,450,4,4,3,ffffffff
14337,458,4,4,3,ffffffff
14343,460,4,4,3,ffffffff
14361,4c8,4,4,4,ffffffff
14367,518,4,4,6,ffffffff
14367,4e0,4,4,4,ffffffff
14373,530,4,4,6,ffffffff
14375,568,4,4,1,ffffffff
14381,578,4,4,1,ffffffff
14383,718,4,4,1,ffffffff
14389,720,4,4,1,ffffffff
14395,728,4,4,1,ffffffff
14397,440,4,4,3,ffffffff
14401,730,4,4,1,ffffffff
14402,738,4,4,1,ffffffff
14411,740,4,4,1,ffffffff
14414,3f8,4,4,5,ffffffff
14430,4d8,4,4,4,ffffffff
14436,528,4,4,6,ffffffff
14436,4f0,4,4,4,ffffffff
14442,540,4,4,6,ffffffff
14444,570,4,4,1,ffffffff
14461,448,4,4,3,ffffffff
14467,468,4,4,3,ffffffff
14499,4e8,4,4,4,ffffffff
14505,538,4,4,6,ffffffff
14505,500,4,4,4,ffffffff
14511,550,4,4,6,ffffffff
14513,748,4,4,1,ffffffff
14518,750,4,4,1,ffffffff
14519,758,4,4,1,ffffffff
14536,470,4,4,3,ffffffff
14542,478,4,4,3,ffffffff
14548,480,4,4,3,ffffffff
14549,488,4,4,3,ffffffff
14555,490,4,4,3,ffffffff
14561,498,4,4,3,ffffffff
14566,4a0,4,4,3,ffffffff
14568,4f8,4,4,4,ffffffff
14569,4b8,4,4,3,ffffffff
14570,4c0,4,4,3,ffffffff
14574,548,4,4,6,ffffffff
14574,510,4,4,4,ffffffff
14580,560,4,4,6,ffffffff
14582,408,4,4,5,ffffffff
14632,4b0,4,4,3,ffffffff
14637,508,4,4,4,ffffffff
14638,4d0,4,4,3,ffffffff
14643,558,4,4,6,ffffffff
14643,520,4,4,4,ffffffff
