Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
24227000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24228000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025647
24229000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020163
24230000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24231000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.036676
24232000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24233000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.030179
24234000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24235000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024666
24236000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021144
24237000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24238000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.036676
24239000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24240000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.030179
24241000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24242000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024666
24243000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021144
24244000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24245000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.036676
24246000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020271
24247000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.031138
24248000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24249000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024666
24250000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021144
24251000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24252000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.036676
24253000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.019638
24254000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.031771
24255000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24256000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024666
24257000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021144
24258000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24259000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035459
24260000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.019011
24261000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033615
24262000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24263000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.023299
24264000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.022511
24265000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24266000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033829
24267000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020642
24268000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033615
24269000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24270000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021394
24271000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024417
24272000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24273000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033240
24274000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24275000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033615
24276000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24277000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24278000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024580
24279000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24280000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033240
