Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
157000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.336424
158000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.234723
159000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.414962
160000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.478072
161000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.316424
162000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.654792
163000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.674386
164000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.220900
165000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.456667
166000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.543633
167000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.244507
168000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.331648
169000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.841291
170000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.108538
171000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.272723
172000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.837674
173000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.960104
174000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.007637
175000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.074343
176000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.875762
177000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.083388
178000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.212347
179000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.107374
180000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.200878
181000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.341347
182000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.701394
183000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.597345
184000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.091520
185000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.478575
186000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.580558
187000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.527152
188000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.600306
189000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.302092
190000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.364733
191000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.170481
192000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.076927
193000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.237366
194000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.141661
195000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.190457
196000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.358140
197000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.384355
198000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.157027
199000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.261429
200000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.215263
201000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.262625
202000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.423029
203000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.158506
204000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.474896
205000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.688590
206000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.217598
207000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.621276
208000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.454860
